"Number","Nation","Auditor","Name_of_Individual","Position_Title","Number_of_Months","Remuneration","Expenses"
208,"Pikangikum_First_Nation","MNP_LLP","Lyle_Keeper","Councillor",11.5,54945,5437
208,"Pikangikum_First_Nation","MNP_LLP","Susan_L_Turtle","Councillor",12,56465,2000
208,"Pikangikum_First_Nation","MNP_LLP","Stephen_Turtle","Councillor",12,56465,16294
208,"Pikangikum_First_Nation","MNP_LLP","Corry_Turtle","Councillor",12,56465,10647
208,"Pikangikum_First_Nation","MNP_LLP","Don_Quill","Councillor",12,56465,1893
208,"Pikangikum_First_Nation","MNP_LLP","Jim_Strang","Councillor",11.5,54945,6420
208,"Pikangikum_First_Nation","MNP_LLP","Thomas_Peters","Councillor",12,56465,2856
208,"Pikangikum_First_Nation","MNP_LLP","Ken_Quill","Councillor",0.5,2172,0
208,"Pikangikum_First_Nation","MNP_LLP","Susan_Strang","Councillor",12,56465,9902
208,"Pikangikum_First_Nation","MNP_LLP","Kevin_Suggashie","Councillor",0.5,2172,1357
208,"Pikangikum_First_Nation","MNP_LLP","Charlie_Turtle","Councillor",12,56465,1179
208,"Pikangikum_First_Nation","MNP_LLP","Raymond_Dunsford","Councillor",0.5,2172,255
208,"Pikangikum_First_Nation","MNP_LLP","Jeffrey_Strang","Councillor",0.5,2172,0
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Jack_McKay","Councillor",6,56410,2922
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Cecelia_Begg","Councillor",12,59616,2967
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Darryl_Sainnawap","Deputy_Chief",12,75635,38551
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Bonnie_Sanderson","Councillor",8,54400,2377
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Joseph_McKay","Councillor",2,36480,2000
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Enus_McKay","Councillor",8,30515,9151
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Debra_Beardy-Keesic","Councillor",4,16000,20
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Randy_Nanokeesic","Councillor",4,16000,863
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Steven_Chapman","Councillor",4,16000,20
209,"Kitchenuhmaykoosib_Inninuwug_First_Nation","Holukoff_Chiarella","Leonard_Beardy","Councillor",4,16000,0
21,"Bear_River_First_Nation","Grant_Thornton_LLP","Frank_Meuse","Chief_&_Council",12,0,12300
21,"Bear_River_First_Nation","Grant_Thornton_LLP","Frank_Meuse","Council",3.5,8616,0
21,"Bear_River_First_Nation","Grant_Thornton_LLP","Carol_D_Thompson","Council",12,0,7045
21,"Bear_River_First_Nation","Grant_Thornton_LLP","Carol_D_Thompson","Council",8.5,18662,0
21,"Bear_River_First_Nation","Grant_Thornton_LLP","Carol_Ann_Potter","Council",12,27215,493
21,"Bear_River_First_Nation","Grant_Thornton_LLP","Fred_Harlow","Council",12,41173,320
210,"Kasabonika_Lake_First_Nation","Holukoff_Chiarella","Josie_Anderson","Deputy_Chief",12,55000,15241
210,"Kasabonika_Lake_First_Nation","Holukoff_Chiarella","Nellie_Semple","Councillor",12,53900,11881
210,"Kasabonika_Lake_First_Nation","Holukoff_Chiarella","Gordon_Morris","Former_Councillor",12,52910,18008
210,"Kasabonika_Lake_First_Nation","Holukoff_Chiarella","Ralph_Begg","Councillor",12,50600,11815
210,"Kasabonika_Lake_First_Nation","Holukoff_Chiarella","Peter_Anderson","Councillor",12,45760,6665
210,"Kasabonika_Lake_First_Nation","Holukoff_Chiarella","Ken_Albany","Councillor",12,47423,19534
210,"Kasabonika_Lake_First_Nation","Holukoff_Chiarella","Tom_Semple","Councillor",12,45760,20238
210,"Kasabonika_Lake_First_Nation","Holukoff_Chiarella","Mike_Morris","Councillor",1,1018,0
211,"Sandy_Lake_First_Nation","Heartland_LLP","Robert_Kakegamic","Deputy_Chief",12,67500,8834
211,"Sandy_Lake_First_Nation","Heartland_LLP","Fabian_Crowe","Head_Councillor",12,64500,21895
211,"Sandy_Lake_First_Nation","Heartland_LLP","Russell_Kakepetum","Councillor",12,63500,14306
211,"Sandy_Lake_First_Nation","Heartland_LLP","Joe_Kakegamic","Councillor",12,63500,17825
211,"Sandy_Lake_First_Nation","Heartland_LLP","Harvey_Kakegamic","Councillor",12,63500,14069
211,"Sandy_Lake_First_Nation","Heartland_LLP","Dennis_Kakegamic","Councillor",12,63500,9678
211,"Sandy_Lake_First_Nation","Heartland_LLP","Allan_Rae","Councillor",12,63500,18764
211,"Sandy_Lake_First_Nation","Heartland_LLP","Wayne_Kakepetum","Councillor",12,63500,15613
211,"Sandy_Lake_First_Nation","Heartland_LLP","Rusty_Fiddler","Councillor",12,63500,4728
212,"Kingfisher_Lake_First_Nation","Holukoff_Chiarella","Eddie_Mamakwa","Councillor",12,49073,6539
212,"Kingfisher_Lake_First_Nation","Holukoff_Chiarella","Amos_Mamakwa","Councillor",12,48215,2904
212,"Kingfisher_Lake_First_Nation","Holukoff_Chiarella","Luke_Reynolds","Councillor",12,48043,14120
212,"Kingfisher_Lake_First_Nation","Holukoff_Chiarella","William_Mekanak","Councillor",4,12562,2940
212,"Kingfisher_Lake_First_Nation","Holukoff_Chiarella","Stephen_Sainnawap","Councillor",6,20759,0
213,"Muskrat_Dam_First_Nation","MNP_LLP","Doug_Beardy","Deputy_Chief",12,49109,18735
213,"Muskrat_Dam_First_Nation","MNP_LLP","Olivia_Duncan","Council",9,29319,17804
213,"Muskrat_Dam_First_Nation","MNP_LLP","Morris_Fiddler","Council",12,43165,9002
213,"Muskrat_Dam_First_Nation","MNP_LLP","Lewis_Morris","Council",12,43189,15826
214,"Sachigo_Lake_First_Nation","BDO_Canada_LLP","Jack_Tait","Councillor",6,23333,275
214,"Sachigo_Lake_First_Nation","BDO_Canada_LLP","Gideon_Thunder","Councillor",1.5,5833,187
214,"Sachigo_Lake_First_Nation","BDO_Canada_LLP","Stan_L_Tait","Councillor",12,40000,3038
214,"Sachigo_Lake_First_Nation","BDO_Canada_LLP","Richard_Mekanak","Councillor",12,40000,652
214,"Sachigo_Lake_First_Nation","BDO_Canada_LLP","Robert_Beardy","Councillor",10.5,35000,1188
214,"Sachigo_Lake_First_Nation","BDO_Canada_LLP","Alpheus_Tait","Support_Councillor",3,6167,0
214,"Sachigo_Lake_First_Nation","BDO_Canada_LLP","Mary_Little/Barkman","Councillor",2,5833,353
215,"Fort_Severn_First_Nation","Craig_&_Ross","Betty_Bluecoat","Deputy_Chief",12,53981,1469
215,"Fort_Severn_First_Nation","Craig_&_Ross","Angus_Miles","Councillor",12,50883,2613
215,"Fort_Severn_First_Nation","Craig_&_Ross","Roy_Stoney","Councillor",12,45559,0
215,"Fort_Severn_First_Nation","Craig_&_Ross","Rex_K_Thomas","Councillor",12,50147,6955
216,"Cat_Lake_First_Nation","Peter_Stetsko","Abigail_Wesley","Councillor",2,12000,0
216,"Cat_Lake_First_Nation","Peter_Stetsko","Dora_Leadbeater","Councillor",12,64000,7611
216,"Cat_Lake_First_Nation","Peter_Stetsko","Ellen_Wesley_Oombash","Councillor",12,59750,8842
216,"Cat_Lake_First_Nation","Peter_Stetsko","Frank_Shakakeesic","Councillor",10,48375,6722
216,"Cat_Lake_First_Nation","Peter_Stetsko","Lavern_Wesley","Councillor",10,55875,4684
216,"Cat_Lake_First_Nation","Peter_Stetsko","Rachel_Wesley","Councillor",10,50947,1754
217,"Wunnumin_Lake_First_Nation","Holukoff_Chiarella","Luc_McKay","Deputy_Chief",12,52050,34583
217,"Wunnumin_Lake_First_Nation","Holukoff_Chiarella","Simon_Winnepetonga","Councillor",12,49600,13849
217,"Wunnumin_Lake_First_Nation","Holukoff_Chiarella","Gordon_Mckoop","Councillor",12,47000,12653
217,"Wunnumin_Lake_First_Nation","Holukoff_Chiarella","Zebedee_Sturgeon","Councillor",12,43100,11171
217,"Wunnumin_Lake_First_Nation","Holukoff_Chiarella","Zack_Mamakwa","Councillor",12,36600,7334
218,"Dokis_First_Nation","J_Austin_Davey","Roger_Restoule","Councillor",12,4800,1030
218,"Dokis_First_Nation","J_Austin_Davey","Chris_A_Dokis","Councillor/Medical_Transportation",12,40600,0
218,"Dokis_First_Nation","J_Austin_Davey","Derek_Restoule","Councillor",12,4800,0
218,"Dokis_First_Nation","J_Austin_Davey","Gerry_Duquette_Jr","Councillor/New_Relationship",12,58695,0
219,"Matachewan_First_Nation","KPMG_LLP","Real_Boucher","Councillor",12,13000,0
219,"Matachewan_First_Nation","KPMG_LLP","Gail_Brubacher","Councillor",12,13000,571
219,"Matachewan_First_Nation","KPMG_LLP","David_Flood","Councillor",12,13000,4719
219,"Matachewan_First_Nation","KPMG_LLP","Jean_Lemieux","Councillor",12,13000,0
219,"Matachewan_First_Nation","KPMG_LLP","Leahan_Parrott","Councillor",12,13000,223
219,"Matachewan_First_Nation","KPMG_LLP","Richard_Wincikaby","Councillor",12,13000,0
22,"Potlotek_First_Nation","MGM_&_Associates","Jimmy_Marshall","Councilor",12,42840,2900
22,"Potlotek_First_Nation","MGM_&_Associates","Russell_Marshal","Councilor",12,42840,3058
22,"Potlotek_First_Nation","MGM_&_Associates","John_Johnson_Jr","Councilor",12,255483,0
22,"Potlotek_First_Nation","MGM_&_Associates","Quentin_Doucette","Councilor",12,42840,733
22,"Potlotek_First_Nation","MGM_&_Associates","Veronica_Bernard","Councilor",12,42840,882
22,"Potlotek_First_Nation","MGM_&_Associates","Wayne_Johnson","Councilor",12,49250,1277
220,"Nipissing_First_Nation","KPMG_LLP","June_Commanda","Deputy_Chief",12,24800,5450
220,"Nipissing_First_Nation","KPMG_LLP","Arnold_May","Councillor",12,21100,11266
220,"Nipissing_First_Nation","KPMG_LLP","Brian_Couchie","Councillor",12,17200,2887
220,"Nipissing_First_Nation","KPMG_LLP","Douglas_Chevrier","Councillor",12,31455,13751
220,"Nipissing_First_Nation","KPMG_LLP","Eric_Stevens","Councillor",12,22200,4132
220,"Nipissing_First_Nation","KPMG_LLP","Darrell_McLeod","Councillor",12,14400,1070
220,"Nipissing_First_Nation","KPMG_LLP","David_Commanda","Councillor",12,13700,910
221,"Chapleau_Cree_First_Nation","KPMG_LLP","Bradley_Corston","Councillor__Deputy_Chief",3,3000,0
221,"Chapleau_Cree_First_Nation","KPMG_LLP","Nathalie_Barsalou","Deputy_Chief",9,9000,0
221,"Chapleau_Cree_First_Nation","KPMG_LLP","Nathalie_Barsalou","Councillor",3,2700,0
221,"Chapleau_Cree_First_Nation","KPMG_LLP","Norma_Caldwell","Councillor",12,21150,2681
221,"Chapleau_Cree_First_Nation","KPMG_LLP","Majorie_Lee","Councillor",12,18425,1114
221,"Chapleau_Cree_First_Nation","KPMG_LLP","Helen_White","Councillor",6,4950,126
222,"Temagami_First_Nation","BDO_Canada_LLP","Joseph_Katt","Second_Chief",12,37664,1868
222,"Temagami_First_Nation","BDO_Canada_LLP","Steve_Laronde","Councillor",12,54028,9350
222,"Temagami_First_Nation","BDO_Canada_LLP","Torn_Mathias","Councillor",6,22100,4514
222,"Temagami_First_Nation","BDO_Canada_LLP","Doug_McKenzie","Councillor",12,61625,11067
222,"Temagami_First_Nation","BDO_Canada_LLP","Steve_Missabie","Councillor",6,5025,488
222,"Temagami_First_Nation","BDO_Canada_LLP","Jesse_Paul","Councillor",1,3166,276
222,"Temagami_First_Nation","BDO_Canada_LLP","Annette_Polson","Councillor",12,41794,7460
222,"Temagami_First_Nation","BDO_Canada_LLP","Jamie_Saville","Councillor",12,36522,854
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Jason_Gauthier","Councillor/Chief",12,23150,11114
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Victoria_Pezzo","Council_Deputy_Chief",7.5,4950,5482
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Roberta_Fletcher_Decorte","Council_Deputy_Chief/Councillor",12,7650,2383
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Roy_Gideon","Councillor",4.5,3000,0
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Jutta_Horn","Councillor",4.5,21699,500
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Cory_Mcleod","Councillor",7.5,6000,4195
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Leslie_Nolan","Councillor",7.5,6000,13924
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Edward_Robinson","Councillor",7.5,3000,0
223,"Missanabie_Cree_First_Nation","KPMG_LLP","Isabell_Souliere","Councillor",7.5,5850,4360
224,"Atikameksheng_Anishnawbek","MNP_LLP","Aaron_Nootchtai","Councillor",12,10200,1581.6
224,"Atikameksheng_Anishnawbek","MNP_LLP","Harvey_Petahtegoose","Councillor",12,10200,6781.49
224,"Atikameksheng_Anishnawbek","MNP_LLP","Darlene_Naponse","Councillor",12,10200,11043.17
224,"Atikameksheng_Anishnawbek","MNP_LLP","Kevin_Reynish","Councillor",12,10200,2557.65
224,"Atikameksheng_Anishnawbek","MNP_LLP","John_Vallely","Councillor",12,10200,2309.18
224,"Atikameksheng_Anishnawbek","MNP_LLP","Barry_Petahtegoose","Councillor",12,10200,6513.48
224,"Atikameksheng_Anishnawbek","MNP_LLP","Teresa_Migwans","Councillor",5,4250,254.3
225,"Michipicoten_First_Nation","BDO_Canada_LLP","William_Swanson","Councillor",12,15364,162
225,"Michipicoten_First_Nation","BDO_Canada_LLP","Myrtle_Swanson","Councillor",12,19714,20308
225,"Michipicoten_First_Nation","BDO_Canada_LLP","Irene_Armstrong","Councillor",12,14464,1204
225,"Michipicoten_First_Nation","BDO_Canada_LLP","Linda_Peterson","Councillor",12,65780,693
225,"Michipicoten_First_Nation","BDO_Canada_LLP","Donald_Humphries","Councillor",12,14414,1089
225,"Michipicoten_First_Nation","BDO_Canada_LLP","Patricia_R_Tangle","Councillor",12,14314,1859
226,"Mattagami_First_Nation","KPMG_LLP","Jennifer_Constant","Councillor",12,34451,9102
226,"Mattagami_First_Nation","KPMG_LLP","James_Naveau","Councillor",12,65535,4893
226,"Mattagami_First_Nation","KPMG_LLP","Larry_Naveau","Councillor",12,48377,2032
226,"Mattagami_First_Nation","KPMG_LLP","Bruce_Mckay","Councillor",12,11000,2490
226,"Mattagami_First_Nation","KPMG_LLP","Leonard_Naveau_Sr","Councillor",12,12000,1877
227,"Flying_Post_First_Nation","Grant_Thornton_LLP","Murray_Ray","Council_Member",12,60000,9822
227,"Flying_Post_First_Nation","Grant_Thornton_LLP","Lynn_Ray","Council_Member",12,6000,1512
227,"Flying_Post_First_Nation","Grant_Thornton_LLP","Bobby_McLeod","Council_Member",12,12000,2812
227,"Flying_Post_First_Nation","Grant_Thornton_LLP","Susan_Baril","Council_Member",12,6000,1461
227,"Flying_Post_First_Nation","Grant_Thornton_LLP","Richard_Ray","Council_Member",12,6000,1512
228,"Brunswick_House_First_Nation","BDO_Canada_LLP","Kevin_Tangie","Councillor",4,20400,5584
228,"Brunswick_House_First_Nation","BDO_Canada_LLP","Charmanie_Saunders","Councillor",12,34700,13201
228,"Brunswick_House_First_Nation","BDO_Canada_LLP","Irene_Redbreast","Councillor",12,33600,12192
228,"Brunswick_House_First_Nation","BDO_Canada_LLP","Marjorie_Tangie","Councillor",4,15400,8214
228,"Brunswick_House_First_Nation","BDO_Canada_LLP","Geroge_Mcwatch","Councillor",8,21000,2548
228,"Brunswick_House_First_Nation","BDO_Canada_LLP","Rosemary_Redbreast","Councillor",8,23800,8852
23,"Eskasoni_Band_Council","MGM_&_Associates","John_Frank_Toney","Councillor",12,89135,5779
23,"Eskasoni_Band_Council","MGM_&_Associates","Bertram_Bernard","Councillor",12,126636,15082
23,"Eskasoni_Band_Council","MGM_&_Associates","Eldon_Gould","Councillor",12,202154,8057
23,"Eskasoni_Band_Council","MGM_&_Associates","Charles_B_Young","Councillor",12,85119,6108
23,"Eskasoni_Band_Council","MGM_&_Associates","Derek_Johnson","Councillor",12,100842,7512
23,"Eskasoni_Band_Council","MGM_&_Associates","Barry_Francis","Councillor",12,126124,6186
23,"Eskasoni_Band_Council","MGM_&_Associates","Gerald_Francis","Councillor",12,60874,6000
23,"Eskasoni_Band_Council","MGM_&_Associates","Chris_Stevens","Councillor",12,109089,6791
23,"Eskasoni_Band_Council","MGM_&_Associates","Dion_Denny","Councillor",12,84297,7951
23,"Eskasoni_Band_Council","MGM_&_Associates","Allan_Jeddore","Councillor",12,96907,6756
23,"Eskasoni_Band_Council","MGM_&_Associates","Leon_Denny","Councillor",12,79467,11386
23,"Eskasoni_Band_Council","MGM_&_Associates","Oliver_Denny_Jr","Councillor",12,94815,6890
230,"Whitefish_River_First_Nation","BDO_Canada_LLP","J_McGregor","Councillor",12,9000,354
230,"Whitefish_River_First_Nation","BDO_Canada_LLP","L_Nahwegahbow","Councillor",12,9000,1358
230,"Whitefish_River_First_Nation","BDO_Canada_LLP","J_Recollet","Councillor",12,9000,3361
230,"Whitefish_River_First_Nation","BDO_Canada_LLP","G_McGregor","Councillor",12,9000,2563
230,"Whitefish_River_First_Nation","BDO_Canada_LLP","J_Pakosigan","Councillor",12,9000,2881
230,"Whitefish_River_First_Nation","BDO_Canada_LLP","D_Shawanda","Councillor",12,9000,4169
231,"Henvey_Inlet_First_Nation","KPMG_LLP","Lionel_Fox","Councillor",12,72200,3240
231,"Henvey_Inlet_First_Nation","KPMG_LLP","Genevieve_Dubois","Councillor",12,7000,1217
231,"Henvey_Inlet_First_Nation","KPMG_LLP","Doreen_McKenzie","Councillor",12,7000,1217
231,"Henvey_Inlet_First_Nation","KPMG_LLP","Patrick_Brennan","Councillor",12,45550,5218
231,"Henvey_Inlet_First_Nation","KPMG_LLP","Brenda_Contin","Councillor",12,7000,7762
231,"Henvey_Inlet_First_Nation","KPMG_LLP","Dmitri_Ashawasegai","Councillor",12,48029,3594
232,"Wahnapitae_First_Nation","KPMG_LLP","Hans_Matthews","Councillor",12,4246,0
232,"Wahnapitae_First_Nation","KPMG_LLP","Rosalie_Smith","Councillor",12,6550,1449
232,"Wahnapitae_First_Nation","KPMG_LLP","Larry_McGregor","Councillor",12,4800,4688
232,"Wahnapitae_First_Nation","KPMG_LLP","Bob_Pitfield","Councillor",12,8954,7259
233,"Wahgoshig_First_Nation_-_Abitibi_Reserve_#70","KPMG_LLP","Paul_McKenzie","Councillor",12,18341,8202
233,"Wahgoshig_First_Nation_-_Abitibi_Reserve_#70","KPMG_LLP","Edward_Black","Councillor",12,84120,6358
233,"Wahgoshig_First_Nation_-_Abitibi_Reserve_#70","KPMG_LLP","Christopher_Sackaney","Councillor",12,76731,4762
233,"Wahgoshig_First_Nation_-_Abitibi_Reserve_#70","KPMG_LLP","Christine_Widdifield","Councillor",12,29017,3458
233,"Wahgoshig_First_Nation_-_Abitibi_Reserve_#70","KPMG_LLP","Paul_Chookomolin","Councillor",12,22749,114
233,"Wahgoshig_First_Nation_-_Abitibi_Reserve_#70","KPMG_LLP","Kara_Tremblay","Councillor",12,53271,5725
234,"Wawakapewin_First_Nation","Holukoff_Chiarella","Archie_Meekis","Council",12,46875,32252
234,"Wawakapewin_First_Nation","Holukoff_Chiarella","Ann_Marie_Beardy","Council",2,5000,0
234,"Wawakapewin_First_Nation","Holukoff_Chiarella","Anderson_Leighton","Council",4,11625,12156
235,"Obashkaandagaang_First_Nation","MNP_LLP","Jack_Cherry","Councillor",12,72106,20312
235,"Obashkaandagaang_First_Nation","MNP_LLP","Cheryl_Bird","Councillor",4,39893,14122
235,"Obashkaandagaang_First_Nation","MNP_LLP","Delores_Sinclair","Councillor",12,65351,16523
235,"Obashkaandagaang_First_Nation","MNP_LLP","Vernon_Copenace","Councillor",8,32270,11277
236,"Poplar_Hill_First_Nation","Holukoff_Chiarella","Jacob_Strang","Deputy_Chief",12,67892,17919
236,"Poplar_Hill_First_Nation","Holukoff_Chiarella","Pardemus_Owen","Councillor",12,70752,11992
236,"Poplar_Hill_First_Nation","Holukoff_Chiarella","Eli_Moose","Councillor",12,67892,6216
236,"Poplar_Hill_First_Nation","Holukoff_Chiarella","Jim_Suggashie","Councillor",7,41981,9383
236,"Poplar_Hill_First_Nation","Holukoff_Chiarella","Gary_Owen","Councillor",12,67892,22661
236,"Poplar_Hill_First_Nation","Holukoff_Chiarella","Rita_Wassaykeesic","Councillor",5,26160,12801
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Cory_Meekis","Councillor",12,79226,57508
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Randy_Meekis","Councillor_-_Former",4,28244,5171
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Johnny_Meekis","Councillor_-_Former",4,29886,6478
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Albert_Mawakeesic","Councillor",12,72564,36463
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Saulas_Meekis","Councillor",12,74214,42289
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Clayton_Meekis","Councillor_-_Former",4,24579,5171
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","George_Rae","Councillor",12,79157,59018
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Marcus_Meekis","Councillor",8,56939,45127
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Barry_Meekis","Councillor",8,54650,31225
237,"Deer_Lake_First_Nation","Holukoff_Chiarella","Gary_Meekis","Councillor",8,55149,33020
238,"North_Spirit_Lake_First_Nation","Holukoff_Chiarella","Margaret_Kakegamic","Deputy_Chief",6,26030,3557
238,"North_Spirit_Lake_First_Nation","Holukoff_Chiarella","Rachel_Ombash","Former_Deputy_Chief",6,24700,2449
238,"North_Spirit_Lake_First_Nation","Holukoff_Chiarella","Donald_Campbell","Deputy_Chief_Elect",1,0,3550
238,"North_Spirit_Lake_First_Nation","Holukoff_Chiarella","Jake_Kakekagumick","Councillor",12,47643,4319
238,"North_Spirit_Lake_First_Nation","Holukoff_Chiarella","Brian_Rae","Councillor",12,46644,12634
238,"North_Spirit_Lake_First_Nation","Holukoff_Chiarella","Corey_Rae","Councillor",12,45644,5510
239,"Neskantaga_First_Nation","Bernie_P_Shore","Kelvin_Moonias","Councillor/Community_Communications_Liaison_Officer",12,58700,10905
239,"Neskantaga_First_Nation","Bernie_P_Shore","Roy_Moonias","Councillor/Project_Liaison_Officer",12,70963,36359
239,"Neskantaga_First_Nation","Bernie_P_Shore","Tony_Sakanee","Councillor/Education_Finance_Officer",12,58314,19253
239,"Neskantaga_First_Nation","Bernie_P_Shore","Wayne_Moonias","Councillor/New_Relationship_Liaison_Officer",12,66924,22591
24,"Pictou_Landing_First_Nation","Grant_Thornton_LLP","Wayne_Denny","Councillor/Director_of_Fishing",12,65754,8203
24,"Pictou_Landing_First_Nation","Grant_Thornton_LLP","Dominic_Denny","Councillor/Guardian",12,57707,1964
24,"Pictou_Landing_First_Nation","Grant_Thornton_LLP","Crystal_Denny","Councillor/Victoria_Corner_Market_Manager",12,63443,1719
24,"Pictou_Landing_First_Nation","Grant_Thornton_LLP","Anthony_Nicholas","Councillor",12,42433,629
24,"Pictou_Landing_First_Nation","Grant_Thornton_LLP","Louis_Francis","Councillor",8,21075,567
24,"Pictou_Landing_First_Nation","Grant_Thornton_LLP","Derek_Francis","Councillor",4,18095,692
24,"Pictou_Landing_First_Nation","Grant_Thornton_LLP","Gordon_Prosper","Councillor",4,22895,1109
240,"Webequie_First_Nation","Holukoff_Chiarella","Donald_Shewaybick","Council",12,69000,30305
240,"Webequie_First_Nation","Holukoff_Chiarella","Elsie_Macdonald","Council",12,69000,42242
240,"Webequie_First_Nation","Holukoff_Chiarella","Tommy_Shewaybick","Council",12,67500,7882
240,"Webequie_First_Nation","Holukoff_Chiarella","Harry_Wabasse","Council",12,65850,2413
240,"Webequie_First_Nation","Holukoff_Chiarella","Randy_Jacob","Council",5,33625,0
240,"Webequie_First_Nation","Holukoff_Chiarella","Roy_Spence","Council",12,69000,25354
240,"Webequie_First_Nation","Holukoff_Chiarella","Council_group_travel","Councillor",12,0,58695
241,"Nibinamik_First_Nation","MNP_LLP","Annie_Oskineegish","Councillor",8,26100,1973
241,"Nibinamik_First_Nation","MNP_LLP","Stanley_Oskineegish","Councillor",12,40300,34085
241,"Nibinamik_First_Nation","MNP_LLP","Matthew_Sofea","Councillor",8,26100,4652
241,"Nibinamik_First_Nation","MNP_LLP","Capinias_Wabasse","Councillor",8,26100,5370
241,"Nibinamik_First_Nation","MNP_LLP","James_Beaver","Councillor",4,12275,1810
241,"Nibinamik_First_Nation","MNP_LLP","Conrad_Oskineegish","Councillor",4,11550,2237
241,"Nibinamik_First_Nation","MNP_LLP","Mathias_Wabasse","Councillor",4,11550,1485
242,"Aroland_First_Nation","MNP_LLP","Bobby_Narcisse","Councillor",8,8700,1791
242,"Aroland_First_Nation","MNP_LLP","Lucien_Matasawagon","Councillor",4,27856,3079
242,"Aroland_First_Nation","MNP_LLP","Robinson_Meshake","Councillor",12,54584,11846
242,"Aroland_First_Nation","MNP_LLP","Henry_Kashkeesh","Councillor",12,12935,2722
242,"Aroland_First_Nation","MNP_LLP","Margaret_Matsawagon","Councillor",12,50942,8820
242,"Aroland_First_Nation","MNP_LLP","Dorothy_Towedo","Councillor",12,28417,9503
242,"Aroland_First_Nation","MNP_LLP","Samson_Meshake","Councillor",4,21359,7029
242,"Aroland_First_Nation","MNP_LLP","Sheldon_Atlookan","Councillor",8,24380,9885
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Jerry_Francis_Sack","Councillor",12,38520,0
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Ronnie_William_Joseph_Augustine","Councillor",12,38520,297
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Thomas_Jefferson_Howe","Councillor",12,38520,3664
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Colleen_Mary_Rebecca_Jane_Knockwood","Councillor",12,38520,0
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Alexander_McDonald","Councillor",12,38520,991
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Jim_Nevin","Councillor",12,38520,264
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Keith_J_Julian","Councillor",12,38520,92
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Doreen_Knockwood","Councillor",12,38520,0
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Michelle_Glasgow","Councillor",12,38520,164
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Thomas_Maloney","Councillor",12,38520,1046
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Earl_Sack","Councillor",12,38520,618
25,"Shubenacadie_Band_First_Nation","Andrew_D._Lenehan","Michael_P_Sack","Councillor",12,38520,0
259,"Slate_Falls_Nation","Stefanson_Lee_Romaniuk","Cecilia_Spence","Councillor",12,61875,26672
259,"Slate_Falls_Nation","Stefanson_Lee_Romaniuk","Glen_Whiskeyjack","Councillor",9,42750,15546
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","David_Marshall","Councillor",12,69918,0
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Allister_Matthews","Councillor",12,69918,9666
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Julie_Christmas","Councillor/Welfare_Officer",12,111229,1637
26,"Membertou_Reserve_Band_Council","Grant_Thornton_LLP","Robm_Googoo","Councillor",12,68539,0
