"Number","Nation","Auditor","Name_of_Individual","Position_Title","Number_of_Months","Remuneration","Expenses"
1,"Abegweit_First_Nation","Grant_Thornton_LLP","Danny_Levi","Councilor",12,75700,9118
1,"Abegweit_First_Nation","Grant_Thornton_LLP","Daren_Knockwood","Councilor",12,67851,3371
10,"Indian_Island_First_Nation","Nadeau_Picard_&_Associes","Ingrid_Brooks","Councillor/Social_&_Education",12,45210,1144
10,"Indian_Island_First_Nation","Nadeau_Picard_&_Associes","Catherine_Sanipass","Councillor/Housing",12,44352,1232
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Tyke_Polchies","Councillor",12,65000,7242
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Dora_Polchies","Councillor",12,69680,2745
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Clint_Francis","Councillor",10,23318,1000
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Rena_Solomon","Councillor",12,75400,1928
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Barbara_Atwin","Councillor",12,40263,1060
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Sarah_Paul","Councillor",12,57200,1903
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Lynn_Dunbar","Councillor",12,42710,1000
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Shawn_Narvey","Councillor",12,20800,1425
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Cathy_Wilson","Councillor",10,54300,1425
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Tony_Atwin","Councillor",2,45800,2926
11,"Kingsclear_First_Nation","Lenehan_McCain_&_Associates","Nick_Sacobie","Councillor",2,11400,0
12,"Oromocto_First_Nation","Teed_Saunders_Doyle_&_Co.","Terry_Paul","Councillor",12,68090,17408
12,"Oromocto_First_Nation","Teed_Saunders_Doyle_&_Co.","Shirley_Sacobie","Councillor",12,66446,28069
12,"Oromocto_First_Nation","Teed_Saunders_Doyle_&_Co.","Shelley_Sabattis","Councillor",12,66046,23322
12,"Oromocto_First_Nation","Teed_Saunders_Doyle_&_Co.","Andrew_Levi","Councillor",6,35636,3226
12,"Oromocto_First_Nation","Teed_Saunders_Doyle_&_Co.","Allan_Sabattis","Councillor",12,21429,12387
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","R_Stacey_LaForme","Councillor_1",12,33502.92,5469.26
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","Kerri_King","Councillor_2",9,24455.98,258.38
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","Larry_Sault","Councillor_2",3,9046.94,2094.48
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","Sharon_Bonham","Councillor_3",3,9046.94,1242.04
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","Craig_King","Councillor_3",9,24455.98,2405.33
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","Erma_Ferrell","Councillor_4",12,33502.92,5969.73
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","Cecil_Sault","Councillor_5",12,33502.92,0
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","Clynten_V_King","Councillor_6",12,33502.92,279.61
120,"Mississaugas_of_The_New_Credit_First_Nation","Millards","Arland_K_LaForme","Councillor_7",12,33502.92,0
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Terry_General","Councilor",4,11988,3100
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Carl_Hill","Councilor",12,40999,1561
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","David_Hill","Councilor",12,38475,1449
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Gail_Ava_Hill","Councilor",8,26816,10498
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Mark_Hill","Councilor",12,38678,1213
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Darryl_Hill","Councilor",12,39800,12610
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Sherri-Lynn_Hill_Pierce","Councilor",4,12560,0
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Robert_Johnson","Councilor",12,39800,1708
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Ross_Johnson","Councilor",8,27438,4131
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Roger_Jonathan","Councilor",12,38678,0
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Wray_Maracle","Councilor",12,40999,1041
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Helen_Miller","Councilor",12,38470,8228
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Lewis_Staats","Councilor",12,39549,4583
121,"Six_Nations_of_the_Grand_River","KPMG_LLP","Melba_Thomas","Councilor",12,38423,217
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_1",6,27372,3488
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_2",12,12260,27475
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_3",12,128984.28,1141
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_4",8,9335,7342
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_5",8,7245,3181
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_6",8,31194.93,16258
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_7",12,35049.35,17870
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_8",12,46122,9110
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_9",12,23859,6614
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_10",5,15827,-3090
122,"Chippewas_of_Nawash_Unceded_First_Nation","MNP_LLP",NA,"Councillor_11",5,9285,1517
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Bryan_Johnson","Councillor",12,50374,4547
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Clint_Root","Councillor",12,50374,10456
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Randall_Roote","Councillor",12,51921,8820
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Vern_Roote","Councillor",12,50374,10994
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Ken_Roote","Councillor",12,50374,4926
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Sonya_Roote","Councillor",12,50374,4815
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Letitia_Thompson","Councillor",12,50374,9828
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Stacey_John","Councillor",12,50374,3060
123,"Chippewas_of_Saugeen_First_Nation","BDO_Canada_LLP","Joanne_Mason","Councillor",12,50374,2954
124,"Big_Grassy_River_First_Nation","BDO_Canada_LLP","Carol_Copenace","Councillor",12,64257,19488
124,"Big_Grassy_River_First_Nation","BDO_Canada_LLP","Chris_Jack","Councillor",12,63192,15809
124,"Big_Grassy_River_First_Nation","BDO_Canada_LLP","James_Comegan","Councillor",12,73760,15612
124,"Big_Grassy_River_First_Nation","BDO_Canada_LLP","Lynn_Indian","Councillor",12,51246,9338
124,"Big_Grassy_River_First_Nation","BDO_Canada_LLP","Jeff_Morrison","Councillor",12,12000,0
125,"Anishinaabeg_of_Naongashiing","Chad_Sheppard","Robert_Handorgan","Councillor",12.2307692307692,62470.47,8535.7
125,"Anishinaabeg_of_Naongashiing","Chad_Sheppard","Carl_Big_George","Councillor",9.69230769230769,116007.62,8404.91
125,"Anishinaabeg_of_Naongashiing","Chad_Sheppard","Patrick_Handorgan","Councillor",2.53846153846154,7762.02,3725.17
126,"Couchiching_First_Nation","MNP_LLP","Richard_Bird","Council",12,12500,1411
126,"Couchiching_First_Nation","MNP_LLP","David_Bruyere","Council",12,12750,2535
126,"Couchiching_First_Nation","MNP_LLP","Christine_Jourdain","Council",12,60777,488
126,"Couchiching_First_Nation","MNP_LLP","Daniel_Mainville","Council",12,52904,0
126,"Couchiching_First_Nation","MNP_LLP","Lucille_Morrisseau","Council",12,67961,690
126,"Couchiching_First_Nation","MNP_LLP","Edward_Yerxa","Council",12,63700,8410
126,"Couchiching_First_Nation","MNP_LLP","William_Perrault","Council",1,1000,0
126,"Couchiching_First_Nation","MNP_LLP","Ron_Archie","Council",1,2505,59
127,"Lac_la_Croix_First_Nation","Holukoff_Chiarella","Michael_Ottertaii","Councillor",12,49560,3837
127,"Lac_la_Croix_First_Nation","Holukoff_Chiarella","Curtis_Atattise","Councillor",12,46880,2249
127,"Lac_la_Croix_First_Nation","Holukoff_Chiarella","Jerry_Ottertaii","Councillor",12,59400,4807
127,"Lac_la_Croix_First_Nation","Holukoff_Chiarella","Robert_Atattise","Councillor",12,52928,7405
128,"Naicatchewenin_First_Nation","BDO_Canada_LLP","Donald_Smith","Council",12,16600,1326
128,"Naicatchewenin_First_Nation","BDO_Canada_LLP","Gary_Smith","Council",12,16600,1300
128,"Naicatchewenin_First_Nation","BDO_Canada_LLP","Adrian_Snowball","Council",12,16280,1244
128,"Naicatchewenin_First_Nation","BDO_Canada_LLP","Norma_Smith","Council",3,4200,330
129,"Nigigoonsiminikaaning_First_Nation","BDO_Canada_LLP","Duane_Allen","Council",12,12900,3922
129,"Nigigoonsiminikaaning_First_Nation","BDO_Canada_LLP","Don_Jones","Council",12,12900,9984
129,"Nigigoonsiminikaaning_First_Nation","BDO_Canada_LLP","Gail_Windego","Council",12,12900,2652
13,"Pabineau_First_Nation","Lenehan_McCain_&_Associates","Terrance_Richardson","Councillor",12,12000,14422
13,"Pabineau_First_Nation","Lenehan_McCain_&_Associates","Edmond_Richardson","Councillor",12,64062,13000
130,"Rainy_River_First_Nations","BDO_Canada_LLP","Robert_Bombay","Councillor",6.5,7250,1198
130,"Rainy_River_First_Nations","BDO_Canada_LLP","Shawn_Brown","Councillor",12,15350,3571
130,"Rainy_River_First_Nations","BDO_Canada_LLP","Marcel_Horton","Councillor",12,45696,5724
130,"Rainy_River_First_Nations","BDO_Canada_LLP","Kim_Detweiler","Councillor",5.5,8850,2818
130,"Rainy_River_First_Nations","BDO_Canada_LLP","Robin_McGinnis","Councillor",12,15050,3672
130,"Rainy_River_First_Nations","BDO_Canada_LLP","Brian_Cochrane_Sr","Councillor",5.5,8700,1895
130,"Rainy_River_First_Nations","BDO_Canada_LLP","Joe_Medicine","Councillor",6.5,7200,1222
131,"Ojibways_of_Onigaming_First_Nation","Holukoff_Chiarella","Gus_Copenace","Councillor",12,57058,11632
131,"Ojibways_of_Onigaming_First_Nation","Holukoff_Chiarella","Cindy_Shebagegit","Councillor",6,22050,6099
131,"Ojibways_of_Onigaming_First_Nation","Holukoff_Chiarella","Vincent_Kelly_Sr","Councillor",12,57058,7674
131,"Ojibways_of_Onigaming_First_Nation","Holukoff_Chiarella","Jimmie_Spruce","Councillor",12,57058,13385
131,"Ojibways_of_Onigaming_First_Nation","Holukoff_Chiarella","Fred_Kelly","Councillor",6,22050,2021
131,"Ojibways_of_Onigaming_First_Nation","Holukoff_Chiarella","Sheila_Kelly","Councillor",6,35008,9160
131,"Ojibways_of_Onigaming_First_Nation","Holukoff_Chiarella","Shawn_Kelly","Councillor",6,35008,12885
132,"Seine_River_First_Nation","BDO_Canada_LLP","John_Kabatay","Councillor",12,65012,11306
132,"Seine_River_First_Nation","BDO_Canada_LLP","Carrie_Boshkaykin","Councillor",12,47070,5738
132,"Seine_River_First_Nation","BDO_Canada_LLP","Tyrone_Tenniscoe","Councillor",11,67313,18866
132,"Seine_River_First_Nation","BDO_Canada_LLP","Tom_Johnson","Councillor",12,27962,13495
132,"Seine_River_First_Nation","BDO_Canada_LLP","Roger_Spencer","Councillor",12,84218,5711
132,"Seine_River_First_Nation","BDO_Canada_LLP","Norman_Girard","Councillor",12,48738,17591
132,"Seine_River_First_Nation","BDO_Canada_LLP","David_Spencer","Councillor",11,72494,13551
132,"Seine_River_First_Nation","BDO_Canada_LLP","Darcy_Whitecrow","Councillor",2,32465,6015
132,"Seine_River_First_Nation","BDO_Canada_LLP","Shane_Whitcrow","Councillor",2,5343,1248
133,"Mitaanjigamiing_First_Nation","BDO_Canada_LLP","Pam_Johnson","Council",12,46544,4890
133,"Mitaanjigamiing_First_Nation","BDO_Canada_LLP","Chris_Henderson","Council",12,38636,6040
134,"Wahta_Mohawks","KPMG_LLP","Stuart_Lane","Councillor",12,13363,4133
134,"Wahta_Mohawks","KPMG_LLP","Shirley_Hay","Councillor",12,13365,4264
134,"Wahta_Mohawks","KPMG_LLP","Bill_Hay","Councillor",12,37662,12855
134,"Wahta_Mohawks","KPMG_LLP","Dan_Stock","Councillor",12,16855,18467
134,"Wahta_Mohawks","KPMG_LLP","Karen_Commandant","Councillor",1,5889,0
134,"Wahta_Mohawks","KPMG_LLP","Michael_Decaire","Councillor",1,3600,0
134,"Wahta_Mohawks","KPMG_LLP","Teresa_Greasley","Councillor",1,3000,4714
135,"Moose_Deer_Point_First_Nation","KPMG_LLP","Sheryl_St_Pierre","Councillor",7,12796,489
135,"Moose_Deer_Point_First_Nation","KPMG_LLP","Ernest_Williams","Councillor",12,26300,4577
135,"Moose_Deer_Point_First_Nation","KPMG_LLP","Elizabeth_Sandy","Councillor",7,14775,5159
135,"Moose_Deer_Point_First_Nation","KPMG_LLP","Pauline_Hacker","Councillor",5,11400,0
135,"Moose_Deer_Point_First_Nation","KPMG_LLP","Laird_Hendrick","Councillor",5,11150,871
135,"Moose_Deer_Point_First_Nation","KPMG_LLP","Myrna_Burnside","Councillor",12,32175,5061
136,"Wasauksing_First_Nation","KPMG_LLP","Theresa_McInnes","Councillor",12,8664,8322
136,"Wasauksing_First_Nation","KPMG_LLP","David_Rice","Councillor",12,8664,10719
136,"Wasauksing_First_Nation","KPMG_LLP","Brent_Tabobandung","Councillor",12,8664,10833
136,"Wasauksing_First_Nation","KPMG_LLP","Shane_Tabobondung","Councillor",12,8664,3192
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Richard_Jason","Councillor",10.5,15900,17738
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Tobias_McQuabbie","Councillor",10.5,16354,26114
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Ann_Pamajewon","Councillor",10.5,11350,19490
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Patricia_Pawis","Councillor",10.5,13500,15325
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Vincent_Pawis_Jr","Councillor",11.5,5700,7893
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Dan_Pawis","Councillor",0.5,600,508
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Dianna_Wheatley","Councillor",1.5,900,52
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Charles_Pawis","Councillor",1.5,470,472
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Donna_Longlade","Councillor",1.5,900,1225
137,"Shawanaga_First_Nation","Grant_Thornton_LLP","Adam_Pawis","Councillor",1.5,4500,751
138,"Chippewas_of_Georgina_Island_First_Nation","Grant_Thornton_LLP","Suzanne_Howes","Councillor",12,68310,10842
138,"Chippewas_of_Georgina_Island_First_Nation","Grant_Thornton_LLP","William_McCue","Councillor",12,67860,9183
138,"Chippewas_of_Georgina_Island_First_Nation","Grant_Thornton_LLP","Patricia_Big_Canoe","Councillor",12,72360,6601
138,"Chippewas_of_Georgina_Island_First_Nation","Grant_Thornton_LLP","Lauri_Williamson","Councillor",12,67860,5371
139,"Chippewas_of_Rama_First_Nation","BDO_Canada_LLP","Ronald_Douglas","Council",12,159957,8791
139,"Chippewas_of_Rama_First_Nation","BDO_Canada_LLP","Byron_Stiles","Council",12,157796,10917
139,"Chippewas_of_Rama_First_Nation","BDO_Canada_LLP","Gina_Genno","Council",12,157850,14743
139,"Chippewas_of_Rama_First_Nation","BDO_Canada_LLP","Nemke_Quarrington","Council",12,152884,11118
139,"Chippewas_of_Rama_First_Nation","BDO_Canada_LLP","Rodney_Noganosh","Council",12,152224,9885
139,"Chippewas_of_Rama_First_Nation","BDO_Canada_LLP","Tracey_Snache","Council",12,155297,10824
14,"Metepenagiag_Mi'kmaq_Nation","Teed_Saunders_Doyle_&_Co.","Norman_Ward","Councilor",12,63005,11741
14,"Metepenagiag_Mi'kmaq_Nation","Teed_Saunders_Doyle_&_Co.","Patricia_Ward","Councilor",12,63005,4739
14,"Metepenagiag_Mi'kmaq_Nation","Teed_Saunders_Doyle_&_Co.","Laurie_Watson","Councilor",12,63005,7268
14,"Metepenagiag_Mi'kmaq_Nation","Teed_Saunders_Doyle_&_Co.","Alan_Blowers","Councilor",12,84845,6749
14,"Metepenagiag_Mi'kmaq_Nation","Teed_Saunders_Doyle_&_Co.","Tracy_Austin_Cloud","Councilor",12,64355,6092
14,"Metepenagiag_Mi'kmaq_Nation","Teed_Saunders_Doyle_&_Co.","Tracy_Anne_Cloud","Councilor",12,63005,8283
140,"Mississaugas_of_Scugog_Island_First_Nation","Collins_Barrow_LLP","Della_Charles","Councillor",12,101247,1948
140,"Mississaugas_of_Scugog_Island_First_Nation","Collins_Barrow_LLP","Tracy_Gauthier","Councillor",12,139910,2466
141,"Beausoleil_First_Nation","KPMG_LLP","Monague_Alfred_Dan","Councillor",12,20250,10849
141,"Beausoleil_First_Nation","KPMG_LLP","Monague_B_Jeffrey","Councillor",12,20250,7426
141,"Beausoleil_First_Nation","KPMG_LLP","Monague_R_Owen","Councillor",12,20250,4333
141,"Beausoleil_First_Nation","KPMG_LLP","Monague_Vicki_M_R","Councillor",12,20250,6932
141,"Beausoleil_First_Nation","KPMG_LLP","Sandy_Joanne_P","Councillor",12,20250,3245
141,"Beausoleil_First_Nation","KPMG_LLP","Sandy-McKenzie_Karry","Councillor",12,20250,410
142,"Fort_Albany_First_Nation","Ross_Pope_LLP","Thomas_Scott","Deputy_Chief",12,55571,5402
142,"Fort_Albany_First_Nation","Ross_Pope_LLP","Robert_Nakogee","Councilor",12,8800,0
142,"Fort_Albany_First_Nation","Ross_Pope_LLP","Jackie_Kataquapit","Councilor",12,9600,3473
142,"Fort_Albany_First_Nation","Ross_Pope_LLP","Lucy_Sutherland","Councilor",12,9600,0
142,"Fort_Albany_First_Nation","Ross_Pope_LLP","Martha_Sutherland","Councilor",12,9600,3932
142,"Fort_Albany_First_Nation","Ross_Pope_LLP","Joseph_Wheesk","Councilor",12,9600,2598
142,"Fort_Albany_First_Nation","Ross_Pope_LLP","Mary_Sutherland","Councilor",12,9600,355
142,"Fort_Albany_First_Nation","Ross_Pope_LLP","Gabriel_Sutherland_Sr","Councilor",12,9600,2215
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Gerald_Mattinas","Deputy_Chief",4,35643,7758
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Louis_Edwards","Deputy_Chief",8,40030,1352
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Steve_Hookimaw","Councillor",4,6300,1634
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Margaret_Okimaw-Lavalley","Councillor",4,21588,2794
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Xavier_Hookimaw","Councillor",12,14460,0
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Christine_Kataquapit","Councillor",4,16738,3406
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Mike_Okimaw","Councillor",12,15810,9248
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Andrew_Koostachin","Councillor",12,71260,2620
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Jerry_Nakogee","Councillor",4,6025,2621
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Moses_Hookimaw","Councillor",12,29350,0
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Benoit_Okitchquo","Councillor",4,12194,0
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Christopher_Kataquapit","Councillor",4,8550,2621
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Cecile_Rose","Councillor",8,7860,0
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Charlie_Kebokee","Councillor",8,7160,0
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Louis_Sutherland","Councillor",8,15300,3300
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Raymond_Metatawabin","Councillor",8,39354,3195
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Rosaire_Hookimaw","Councillor",8,10200,1594
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Sylvia_Metatawabin","Councillor",8,8760,4419
143,"Attawapiskat_First_Nation","Ross_Pope_LLP","Annabella_Iahtail","Councillor",8,12550,3712
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Earl_Cheechoo","Deputy_Chief",12,112809.16,52053.3
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Gilbert_Cheechoo_Jr","Councillor",12,8662.5,8031.6
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Joe_Cheechoo","Councillor",12,4475,16008.01
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Katherine_Faries_Quachegan","Councillor",12,5750,3325.06
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Bobby_Echum","Councillor",12,5506.25,1093.38
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Pauline_Rickard","Councillor",7,4556.25,10376.18
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Elaine_Jeffries","Councillor",12,4328.13,0
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Paul_Linklater","Councillor",12,3350.01,0
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Mildred_Alisappi","Councillor",12,6714.7,0
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Victor_Linklater","Councillor",12,2400,0
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Stella_Schimmens","Councillor",12,6884.39,2157.61
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Frances_Sutherland","Councillor",12,7209.4,1020
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Nellie_Trapper","Councillor",12,6250,7705.53
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Christina_Wynne","Councillor",12,3375,3658.32
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Samantha_Wesley","Councillor",3,2000,4586.63
144,"Moose_Cree_First_Nation","BDO_Canada_LLP","Nancy_Corston","Councillor",9,4075,9556.55
145,"Taykwa_Tagamou_Nation","Ross_Pope_LLP","Roger_Archibald","Deputy_Chief",12,98128,15002
145,"Taykwa_Tagamou_Nation","Ross_Pope_LLP","Bruce_Archibald","Councillor/Operations_Manager",12,63381,11975
145,"Taykwa_Tagamou_Nation","Ross_Pope_LLP","Peter_Archibald","Councilor/Forest_Liaison_Officer",12,100298,30237
145,"Taykwa_Tagamou_Nation","Ross_Pope_LLP","Irene_Linklater","Councillor/Acting_Co-Manager",5,22500,11676
145,"Taykwa_Tagamou_Nation","Ross_Pope_LLP","Tina_Gagnon","Councillor/NNADAP_Worker",7,31273,18558
145,"Taykwa_Tagamou_Nation","Ross_Pope_LLP","Melissa_Archibald","Youth_Councillor/Receptionist",5,24940,4339
145,"Taykwa_Tagamou_Nation","Ross_Pope_LLP","Tracy_Prevost","Youth_Councilor",7,3250,1352
146,"Weenusk_First_Nation","Freelandt_Caldwell_Reilly_LLP","Jeff_Hunter","Councillor",12,86400,27000
146,"Weenusk_First_Nation","Freelandt_Caldwell_Reilly_LLP","Paul_Koostachin","Councillor",12,34500,29000
146,"Weenusk_First_Nation","Freelandt_Caldwell_Reilly_LLP","Pam_Chookomolin","Councillor",6,5100,0
146,"Weenusk_First_Nation","Freelandt_Caldwell_Reilly_LLP","Georgina_Wabano","Councillor",6,24600,2800
147,"Ochiichagwe'Babigo'Ining_Ojibway_Nation","MNP_LLP","Merv_Copenace","Councillor",12,25870,7703
147,"Ochiichagwe'Babigo'Ining_Ojibway_Nation","MNP_LLP","Ernest_Jameson","Councillor",12,80665,20696
147,"Ochiichagwe'Babigo'Ining_Ojibway_Nation","MNP_LLP","John_Henry","Councillor",12,73136,21766
147,"Ochiichagwe'Babigo'Ining_Ojibway_Nation","MNP_LLP","Martina_Strong","Councillor",12,68085,27666
148,"Eagle_Lake_First_Nation_No._27","Heartland_LLP","Robert_Gardner","Councillor",12,38613,1446
148,"Eagle_Lake_First_Nation_No._27","Heartland_LLP","Kenneth_Cripps","Councillor",12,38613,3220
148,"Eagle_Lake_First_Nation_No._27","Heartland_LLP","Jim_Kavanaugh","Councillor",12,38613,226
149,"Grassy_Narrows_First_Nation","MNP_LLP","Randy_Fobister","Council",12,38600,14580
149,"Grassy_Narrows_First_Nation","MNP_LLP","Rudy_Turtle","Council",12,38600,21276
149,"Grassy_Narrows_First_Nation","MNP_LLP","Lucille_McKenzie","Council",12,38240,16016
149,"Grassy_Narrows_First_Nation","MNP_LLP","William_Fobister_Sr","Council",12,38600,5796
15,"Saint_Mary's_First_Nation","Teed_Saunders_Doyle_&_Co.","Shelley_Polchies","Councillor",12,43967,9676
15,"Saint_Mary's_First_Nation","Teed_Saunders_Doyle_&_Co.","Anthony_Gabriel","Councillor",12,50187,5263
15,"Saint_Mary's_First_Nation","Teed_Saunders_Doyle_&_Co.","Leonard_Brooks","Councillor",12,29975,5686
15,"Saint_Mary's_First_Nation","Teed_Saunders_Doyle_&_Co.","Percy_Sacobie","Councillor",12,63319,4590
15,"Saint_Mary's_First_Nation","Teed_Saunders_Doyle_&_Co.","Barbara_Brown","Councillor",12,37288,11440
150,"Wabaseemoong_Independent_Nations","BDK_and_Company","Glen_Cameron","Councillor",1,4346,1770
150,"Wabaseemoong_Independent_Nations","BDK_and_Company","Glen_Kent","Councillor",12,51446,40471
150,"Wabaseemoong_Independent_Nations","BDK_and_Company","Leonard_Fisher","Councillor",1,4346,1153
150,"Wabaseemoong_Independent_Nations","BDK_and_Company","Roanna_Jourdain","Councillor",1,4346,301
150,"Wabaseemoong_Independent_Nations","BDK_and_Company","Gloria_Paishk","Councillor",11,49600,24688
150,"Wabaseemoong_Independent_Nations","BDK_and_Company","Rocky_Bunting","Councillor",11,49600,38653
151,"Northwest_Angle_#33_First_Nation","MNP_LLP","Amie_Katcheconais","Councillor",12,39600,18842
151,"Northwest_Angle_#33_First_Nation","MNP_LLP","Brian_Kelly","Councillor",12,42020,12561
151,"Northwest_Angle_#33_First_Nation","MNP_LLP","Stanley_Paul","Councillor",12,39620,15737
151,"Northwest_Angle_#33_First_Nation","MNP_LLP","Kimberly_Sandy-Kasprick","Councillor",12,48838,37709
152,"Northwest_Angle_#37_First_Nation","BDO_Canada_LLP","Rhonda_Nash","Councillor",12,52000,7604
152,"Northwest_Angle_#37_First_Nation","BDO_Canada_LLP","Don_Kavanaugh","Councillor",12,52000,11170
153,"Anishinabe_of_Wauzhushk_Onigum_Nation","Holukoff_Chiarella","Chris_Skead","Councillor",9,45129,8591
153,"Anishinabe_of_Wauzhushk_Onigum_Nation","Holukoff_Chiarella","Don_Big_George","Councillor",3,16282,3402
153,"Anishinabe_of_Wauzhushk_Onigum_Nation","Holukoff_Chiarella","Tyler_Cameron","Councillor",3,16030,4835
153,"Anishinabe_of_Wauzhushk_Onigum_Nation","Holukoff_Chiarella","Edward_Skead","Councillor",3,15381,4470
153,"Anishinabe_of_Wauzhushk_Onigum_Nation","Holukoff_Chiarella","George_Kakeway","Councillor",9,43469,6203
153,"Anishinabe_of_Wauzhushk_Onigum_Nation","Holukoff_Chiarella","Nathan_Landon","Councillor",9,33716,6252
